,tcen,tdur,orbit_flag,log_lik_mono,model_success,log_per,b,log_ror,ror,r_pl,period,vrel,third_light,depth,depth_err,snr,cdpp,Ntrans,snr_r,init_tdur,flag,sin_fun,sin_bic,sin_llk,sin_llk_ratio,sin_DeltaBIC,step_fun,step_bic,step_llk,step_llk_ratio,step_DeltaBIC,poly_fun,poly_bic,poly_llk,poly_llk_ratio,poly_DeltaBIC,trans_llk,asteroid_DeltaBIC,centroid_DeltaBIC,instrumental_snr_ratio,asteroid_dip_llk,asteroid_nodip_llk,asteroid_log_llk_ratio,asteroid_rel_bg_boost,asteroid_rel_event_dur,asteroid_rel_event_time_offset,centroid_llk_ratio,x_centroid,y_centroid,x_centroid_SNR,y_centroid_SNR,llk_trans,llk_sin,llk_poly,BIC_trans,BIC_sin,BIC_poly,period_err,DeltaBIC,P_min,init_depth,asteroid_dip_fun,asteroid_dip_nit,asteroid_dip_nfev,asteroid_dip_status,asteroid_dip_message,asteroid_dip_bic,asteroid_nodip_fun,asteroid_nodip_bic,asteroid_ampl,asteroid_dur,asteroid_bg_stdw,asteroid_bg_stdr,asteroid_snrw,asteroid_snrr,sin_sin_llk,step_sin_llk,poly_sin_llk,mean,Date,Densitygcm3,Densitygcm3e,Densitygcm3em,Densitygcm3ep,Distancepc,Distancepce,Distancepcem,Distancepcep,Group,Luminositye,Luminosityem,Luminosityep,MassM_Sun,MassM_Sune,MassM_Sunem,MassM_Sunep,Metallicitye,Metallicityem,Metallicityep,Notes,RadiusR_Sun,RadiusR_Sune,RadiusR_Sunem,RadiusR_Sunep,TOI,Tag,TeffK,TeffKe,TeffKem,TeffKep,User,bmag,bmage,bmagem,bmagep,dec,feh,gmag,gmage,gmagem,gmagep,hmag,hmage,hmagem,hmagep,id,in_ctl,jmag,jmage,jmagem,jmagep,kmag,kmage,kmagem,kmagep,lat_ecl,lat_gal,logg,logge,loggem,loggep,long_ecl,long_gal,lum,mission,n_TOIs,n_contams,planet_names,pm_dec,pm_ra,ra,ratio_contams,spec,star_name,tmag,tmage,tmagem,tmagep,vmag,vmage,vmagem,vmagep,Vsinie,Vsiniem,Vsiniep,vsini,w1mag,w1mage,w1magem,w1magep,w2mag,w2mage,w2magem,w2magep,w3mag,w3mage,w3magem,w3magep,w4mag,w4mage,w4magem,w4magep,,e,em,ep,g,ge,gem,gep,i,ie,iem,iep,r,re,rem,rep,u,ue,uem,uep,z,ze,zem,zep,DeltaMag,Filter,ObservationDateUT,PosAngleEofNdeg,Separationarcsec,Aliases,FeH,FeHe,FeHem,FeHep,GalLat,GalLong,Proposals,campaign,dis,dise,disem,disep,kepmag,kepmage,kepmagem,kepmagep,mass,masse,massem,massep,objtype,rad,rade,radem,radep,rho_gcm3,rho_gcm3e,rho_gcm3em,rho_gcm3ep,teff,teffe,teffem,teffep
TIC158440458,1657.4408019843925,0.31052491630592916,mono,7966.161586175699,False,3.344979720335827,0.5207943854905256,-3.5622351161838424,0.028375331620469974,4.89521451489671,28.360000529535093,5.711309521504277,0.0,0.0008950602405544126,7.550994764324592e-05,11.853540738542312,0.00010590380454493189,1,8.45163442805933,0.25122399434918385,planet,-6472.80858262359,-12910.959806219184,6472.80858262359,-17.306434853230712,-2.3471603321595467,-6485.25938357389,-12921.998464508584,6485.25938357389,-4.855633902931004,-3.855633902931004,-6452.033411063044,-12890.203878514889,6452.033411063044,-38.08160641377708,-78.36743530210003,6490.115017476821,23.164076391330127,-60.83214111939378,8.28624670496041,2108.3109167171815,2108.3089386381444,0.001978079037144198,-12.455795831143218,-0.8624690162803781,0.013122685281197541,-0.5465862920264044,0.0001701713698586668,-0.0008112342763299658,0.3585113881957712,2.826719391611828,466.9677879977711,464.18476991925723,429.2881477434974,-919.6578419956512,-917.3106816634917,-841.2904066935512,,-78.36743530210003,10.244439017660397,0.0009193368109975626,,,,,,,,,,,,,,,,,,,2019-04-15,0.402977,0.085913,0.085913,0.085913,212.76,2.629,2.629,2.629,,0.141825,0.141825,0.141825,1.13,0.150058,0.150058,0.150058,,,,TIC v8,1.58127,0.072799,0.072799,0.072799,,,6051.0,127.86,127.86,127.86,Exoplanet Archive,11.039,0.1,0.1,0.1,-50:19:17.68,,10.1865,0.000462,0.000462,0.000462,8.975,0.025,0.025,0.025,158440458,Yes,9.242,0.022,0.022,0.022,8.865,0.025,0.025,0.025,-27.78761,-24.39975,4.09313,0.0788714,0.0788714,0.0788714,283.6874,347.1101,3.020055,tess,,359.0,N/A,-38.8399 +/- 0.05,-24.6468 +/- 0.10,19:16:33.43,0.039433,,"TIC 158440458, TY",9.7788,0.006,0.006,0.006,10.421,0.007,0.007,0.007,,,,,8.837,0.023,0.023,0.023,8.888,0.02,0.02,0.02,8.827,0.027,0.027,0.027,8.665,0.382,0.382,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC159159904,1918.602535693489,0.6124212371776816,mono,22099.44414871016,False,6.0879931050705,0.3635173313490596,-3.7691411998847486,0.023071868905149617,3.015484452449133,440.53641310025114,3.1230505661765338,0.0,0.0006076819998012445,2.5359467850484244e-05,23.96272679632119,4.106678848467495e-05,1,14.797407399607485,0.6083333329999999,planet,-14579.761673624625,-29121.296358752108,14579.761673624625,-69.88664995342879,-66.88664995342879,-14598.334917204724,-29143.152050513447,14598.334917204724,-51.31340637333051,-50.31340637333051,-14474.408288539475,-28933.52578168009,14474.408288539475,-175.24003503857966,-169.24003503857966,14649.648323578054,23.07014842234821,15.324896549420373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-15,1.023481,0.244321,0.244321,0.244321,108.415,0.3115,0.3115,0.3115,,0.0778802,0.0778802,0.0778802,1.248,0.19,0.19,0.19,,,,TIC v8,1.19798,0.0542261,0.0542261,0.0542261,,,6324.0,129.143,129.143,129.143,Exoplanet Archive,9.657,0.035,0.035,0.035,57:17:01.4,,9.06591,0.000255,0.000255,0.000255,8.020001,0.021,0.021,0.021,159159904,Yes,8.218,0.021,0.021,0.021,7.958,0.023,0.023,0.023,57.43953,59.50537,4.37738,0.0878734,0.0878734,0.0878734,161.4582,116.1184,2.068067,tess,,29.0,N/A,124.062 +/- 0.038,-109.8 +/- 0.0422,13:17:00.94,5.5e-05,,"TIC 159159904, HI",8.71483,0.0062,0.0062,0.0062,9.2,0.03,0.03,0.03,,,,,7.883,0.025,0.025,0.025,7.928,0.02,0.02,0.02,7.917,0.018,0.018,0.018,7.812,0.156,0.156,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC160039081,1752.9305297706992,0.21601884829533913,mono,9183.546159522637,False,3.6831697802029315,0.6898752849066574,-3.8282841687897853,0.02174689764158093,2.727050960681333,39.772263811935716,6.977942001413306,0.0,0.0004948568622034553,2.775904241894513e-05,17.82687078087834,2.7410736129774674e-05,1,18.053395569552816,0.236083333,planet,-5466.151761061214,-10899.304169626363,5466.151761061214,-36.82063679877683,-33.82063679877683,-5475.104244540513,-10904.009395586536,5475.104244540513,-27.868153319477642,-26.868153319477642,-5396.560530096638,-10779.921319194851,5396.560530096638,-106.41186776335235,-100.41186776335235,5502.97239785999,20.803178113670583,13.16986291180001,17.82687078087834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-15,1.030693,0.211936,0.211936,0.211936,63.7194,0.11525,0.11525,0.11525,,0.04874165,0.04874165,0.04874165,1.11,0.136639,0.136639,0.136639,,,,TIC v8,1.1494,0.0511759,0.0511759,0.0511759,2082.01,,6004.0,117.657,117.657,117.657,Exoplanet Archive,8.949,0.027,0.027,0.027,53:30:52.71,,8.21586,0.00032,0.00032,0.00032,6.962,0.02,0.02,0.02,160039081,Yes,7.224,0.02,0.02,0.02,6.92,0.016,0.016,0.016,71.02961,45.70394,4.36245,0.0741661,0.0741661,0.0741661,209.481,83.15062,1.546676,tess,1.0,44.0,N/A,-93.0554 +/- 0.05,69.8461 +/- 0.048,16:06:19.49,0.017362,,"TIC 160039081, HI",7.8206,0.006,0.006,0.006,8.35,0.03,0.03,0.03,,,,,6.85,0.058,0.058,0.058,6.893,0.02,0.02,0.02,6.909,0.016,0.016,0.016,6.877,0.051,0.051,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC16147323,1889.9148711959049,0.36224135262609575,mono,12534.224189901153,False,4.3270622752058845,0.44499760463207383,-4.146248770876296,0.01582366347813845,2.3236137741683436,75.72151054310658,5.041762756912004,0.0,0.0002817211742459318,2.1437262920299998e-05,13.141657836325559,5.9020527189901896e-05,1,4.773274446354535,0.319444417,planet,-9253.730730552616,-18471.814973360586,9253.730730552616,-27.66968142658152,-24.66968142658152,-9259.622138209994,-18469.33919357748,9259.622138209994,-21.778273769203224,-20.778273769203224,-9192.430199867991,-18370.601804638125,9192.430199867991,-88.97021211120591,-82.97021211120591,9281.400411979197,22.46623549539254,14.803330526978243,13.141657836325559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-15,0.740172,0.166061,0.166061,0.166061,67.2203,0.2433,0.2433,0.2433,,0.100691,0.100691,0.100691,1.28,0.189982,0.189982,0.189982,,,,TIC v8,1.34596,0.0583945,0.0583945,0.0583945,,,6396.0,125.619,125.619,125.619,Exoplanet Archive,8.25,0.027,0.027,0.027,38:26:19.51,,7.70452,0.000263,0.000263,0.000263,6.682,0.021,0.021,0.021,16147323,Yes,6.883,0.026,0.026,0.026,6.642,0.016,0.016,0.016,20.84023,42.01118,4.28721,0.0844605,0.0844605,0.0844605,127.4132,184.3364,2.731448,tess,,49.0,N/A,-40.2384 +/- 0.08,-146.509 +/- 0.08,09:05:50.77,0.000118,,"TIC 16147323, TYC",7.368,0.006,0.006,0.006,7.81,0.002,0.002,0.002,,,,,6.6,0.073,0.073,0.073,6.573,0.023,0.023,0.023,6.652,0.016,0.016,0.016,6.587,0.068,0.068,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC164879360,1850.7387908959354,0.09095068056914886,mono,5398.822203841433,True,1.2666451637901495,0.4119593966648626,-3.186982549006319,0.04129629266577089,3.545337371129756,3.5489265014175047,21.029873258321054,0.0,0.001980791529376627,0.00011641749971108881,17.014551371506187,0.00017716179204448006,1,11.18069255519446,0.097222208,planet,-1831.579505049004,-3634.4279941453074,1831.579505049004,-60.10332814445201,-57.10332814445201,-1828.5865300554037,-3616.9496377770265,1828.5865300554037,-63.096303138052235,-62.096303138052235,-1580.144478276117,-3148.7965501711537,1580.144478276117,-311.5383549173389,-305.5383549173389,1891.682833193456,17.38892221635706,12.156432626677997,17.014551371506187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-15,2.517527,0.594827,0.594827,0.594827,32.131,0.0711,0.0711,0.0711,,0.009772745,0.009772745,0.009772745,0.87,0.105267,0.105267,0.105267,,,,TIC v8,0.786904,0.045995,0.045995,0.045995,,,5139.0,118.585,118.585,118.585,Exoplanet Archive,9.1,0.0,0.0,0.0,32:26:37.86,,8.31749,0.000607,0.000607,0.000607,6.382,0.029,0.029,0.029,164879360,Yes,6.831,0.019,0.019,0.019,6.293,0.017,0.017,0.017,9.589816,15.09836,4.58574,0.0814067,0.0814067,0.0814067,102.008,183.8458,0.3890922,tess,,159.0,N/A,-152.013 +/- 0.11,-176.887 +/- 0.15,06:56:16.26,0.500259,,"TIC 164879360, UC",7.7773,0.006,0.006,0.006,9.029,0.034,0.034,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC167415965,1336.6978053568748,0.16941998771124125,mono,6973.856342873035,True,3.251180722691848,0.433527461950508,-3.911253674060829,0.02001539254757198,1.7431591452784951,25.820809141076005,10.899556063617593,0.0,0.0004609715948848799,3.5300259815825264e-05,13.058589293391668,5.4097667842795626e-05,1,8.52109921308316,0.18,planet,-4265.062275061695,-8498.309409605687,4265.062275061695,-14.262049637730343,-11.262049637730343,-4274.129477774337,-8503.71775882389,4274.129477774337,-5.194846925088314,-4.194846925088314,-4219.2963303696415,-8425.866604532202,4219.2963303696415,-60.02799432978372,-54.02799432978372,4279.324324699425,17.516964519805697,13.191680080240985,13.058589293391668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-15,2.550126,0.697801,0.697801,0.697801,38.96,0.03765,0.03765,0.03765,tfopwg,0.01112352,0.01112352,0.01112352,0.92,0.122582,0.122582,0.122582,0.00894427,0.00894427,0.00894427,TIC v8,0.798267,0.0495276,0.0495276,0.0495276,214.01,3993.0,5346.17,141.493,141.493,141.493,Exoplanet Archive,9.453,0.034,0.034,0.034,-70:55:52.78,-0.36,8.49819,0.000359,0.000359,0.000359,6.976,0.044,0.044,0.044,167415965,Yes,7.311,0.024,0.024,0.024,6.862,0.026,0.026,0.026,-84.4563,-26.62844,4.59756,0.0921398,0.0921398,0.0921398,236.2314,281.5367,0.4689882,tess,2.0,227.0,N/A,298.759 +/- 0.057,-149.853 +/- 0.04,06:37:50.1,0.003415,,"TIC 167415965, HI",8.0089,0.006,0.006,0.006,8.71,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC167661160,1442.070162859435,0.2158295157121312,mono,7351.312961866691,False,2.6482271901256755,0.39579001012412784,-3.4678824263558696,0.031182993080564242,4.116259955040209,14.1289684548104,8.823649431028311,0.0,0.0011270989133740678,5.506499941100922e-05,20.468517668752128,6.656518059707585e-05,1,16.932259527642298,0.21,planet,-4935.801759285005,-9838.56351544353,4935.801759285005,-48.02404349697645,-45.02404349697645,-4941.3148096762725,-9836.373614975473,4941.3148096762725,-42.51099310570862,-41.51099310570862,-4871.989681389798,-9730.763361529003,4871.989681389798,-111.83612139218349,-105.83612139218349,4983.825802781981,19.475055299126325,13.532658671581885,19.124024777599047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-15,0.740328,0.177828,0.177828,0.177828,104.896,0.255,0.255,0.255,,0.03868455,0.03868455,0.03868455,0.93,0.117389,0.117389,0.117389,0.1,0.1,0.1,TIC v8,1.20993,0.0713895,0.0713895,0.0713895,,,5363.1,129.682,129.682,129.682,Exoplanet Archive,10.606,0.06,0.06,0.06,-36:02:15.7,-0.48,9.78363,0.00026,0.00026,0.00026,8.494,0.031,0.031,0.031,167661160,Yes,8.751,0.018,0.018,0.018,8.412,0.026,0.026,0.026,-58.89827,-33.44941,4.24103,0.0847839,0.0847839,0.0847839,73.76021,239.9194,1.091131,tess,,57.0,N/A,21.2025 +/- 0.043,68.5781 +/- 0.035,05:18:50.24,0.003253,,"TIC 167661160, TY",9.354,0.006,0.006,0.006,9.927,0.004,0.004,0.004,,,,,8.373,0.023,0.023,0.023,8.413,0.021,0.021,0.021,8.373,0.021,0.021,0.021,8.05,0.175,0.175,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC182455270,1665.2364179936671,0.4119716454567237,mono,15289.090987446858,False,4.352331283765094,0.3180743636419032,-3.4931741165910033,0.03040421233277131,4.6543219133475215,77.65929791495932,4.7580090800118455,0.0,0.0010615214942827195,7.204241455149071e-05,14.734674023509037,6.93771875963075e-05,1,15.300728251763514,0.46792856686905987,planet,-8777.964937965588,-17519.813397533362,8777.964937965588,-47.638124222265105,-129.7238241766396,-8793.760856457273,-17536.95864315761,8793.760856457273,-31.842205730579735,-30.842205730579735,-8708.911182463566,-17403.37577356801,8708.911182463566,-116.69187972428699,-214.09345585337974,8825.603062187853,22.28091146575025,-67.45960789898163,13.19671913238522,6954.331592817252,6953.559571670732,0.7720211465202738,-4.071839082086027,-0.8003283885722111,-0.11635912039780488,-1.7418423261406133,-0.000624641321241049,-0.00047236385725513505,2.1337524110974955,2.7569992265319274,454.9414295854691,388.4700795847152,349.39877905555556,-895.6051251710472,-765.8813009944076,-681.5116693176675,,-214.09345585337974,17.119177869905116,0.0011108549167201456,,,,,,,,,,,,,,,,,,,2019-04-15,0.638019,0.143806,0.143806,0.143806,188.886,3.6625,3.6625,3.6625,,0.163881,0.163881,0.163881,1.25,0.194424,0.194424,0.194424,,,,TIC v8,1.40313,0.0620125,0.0620125,0.0620125,,,6320.0,128.236,128.236,128.236,Exoplanet Archive,10.643,0.087,0.087,0.087,-44:17:15.68,,9.97376,0.000563,0.000563,0.000563,8.821,0.025,0.025,0.025,182455270,Yes,9.119,0.023,0.023,0.023,8.756,0.021,0.021,0.021,-21.22077,-17.88709,4.24078,0.0858765,0.0858765,0.0858765,279.0709,351.7031,2.829827,tess,,684.0,N/A,4.79423 +/- 0.141,26.2233 +/- 0.157,18:47:23.4,0.179249,,"TIC 182455270, TY",9.6117,0.006,0.006,0.006,10.188,0.006,0.006,0.006,,,,,8.703,0.022,0.022,0.022,8.74,0.02,0.02,0.02,8.715,0.026,0.026,0.026,8.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC192415680,1796.0247305212274,0.16205457102838614,mono,6842.944431356024,True,2.764679496145026,0.35162797205704116,-3.0926612451803637,0.04538102353248709,4.184837174598726,15.87395151256551,12.149845757700648,0.0,0.0024058318120739725,6.255056957409355e-05,38.46218872913975,0.00025871095976353204,1,9.299303803259669,0.194166667,planet,-3636.9543955716736,-7242.269107224701,3636.9543955716736,-168.70305544279017,-165.70305544279017,-3644.784931615477,-7245.27430574485,3644.784931615477,-160.8725193989867,-159.8725193989867,-3365.6737576470646,-6718.691641726671,3365.6737576470646,-439.98369336739916,-433.98369336739916,3805.6574510144637,18.455673840222516,13.04458772920043,38.46218872913975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-15,2.171513,0.5694,0.5694,0.5694,72.4731,0.20825,0.20825,0.20825,,0.0138357,0.0138357,0.0138357,0.93,0.11972,0.11972,0.11972,0.0168961,0.0168961,0.0168961,TIC v8,0.845239,0.0538894,0.0538894,0.0538894,,,5358.99,145.967,145.967,145.967,Exoplanet Archive,10.677,0.059,0.059,0.059,43:33:27.6,0.161524,9.70942,0.000372,0.000372,0.000372,8.127,0.021,0.021,0.021,192415680,Yes,8.499,0.02,0.02,0.02,8.061,0.014,0.014,0.014,25.12896,-13.02964,4.55259,0.0901946,0.0901946,0.0901946,56.26036,146.9676,0.5308669,tess,,198.0,N/A,-66.0767 +/- 0.06,71.7746 +/- 0.099,03:04:14.65,0.007575,,"TIC 192415680, TY",9.2063,0.006,0.006,0.006,9.838,0.004,0.004,0.004,,,,,8.020001,0.023,0.023,0.023,8.065,0.019,0.019,0.019,8.020001,0.02,0.02,0.02,7.957,0.206,0.206,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC192790476,1452.333627511937,0.14066741978190597,mono,6143.195649024734,False,2.7897601054405623,0.44162265777798915,-3.1153207251427815,0.044364276126692435,3.267546337914812,16.27711454215988,13.455801120947692,0.0,0.0023010539657067263,9.091325858406238e-05,25.310433280521686,0.00017550658189485212,1,13.11092690008237,0.14,planet,-3139.6488442470927,-6248.366645374683,3139.6488442470927,-78.07857336079314,-75.07857336079314,-3125.7791850380754,-6208.254909708848,3125.7791850380754,-91.94823256981044,-90.94823256981044,-2970.4802824701587,-5928.588147692516,2970.4802824701587,-247.24713513772713,-241.24713513772713,3217.727417607886,19.422206216537234,11.5374743719467,24.18194888954901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-15,3.024619,0.974131,0.974131,0.974131,36.6113,0.03455,0.03455,0.03455,,0.008756095,0.008756095,0.008756095,0.66,0.0763494,0.0763494,0.0763494,,,,TIC v8,0.675093,0.0630151,0.0630151,0.0630151,,,4195.0,124.8,124.8,124.8,Exoplanet Archive,11.942,0.137,0.137,0.137,-39:22:22.96,,10.1652,0.000655,0.000655,0.000655,7.741,0.034,0.034,0.034,192790476,Yes,8.35,0.023,0.023,0.023,7.574,0.026,0.026,0.026,-62.4526,-32.18367,4.59888,0.106536,0.106536,0.106536,76.79134,244.2474,0.1271599,tess,,76.0,N/A,16.7487 +/- 0.044,88.5756 +/- 0.042,05:28:34.4,0.068578,,"TIC 192790476, TY",9.3951,0.006,0.006,0.006,10.772,0.015,0.015,0.015,,,,,7.456,0.028,0.028,0.028,7.526,0.021,0.021,0.021,7.449,0.018,0.018,0.018,7.287,0.099,0.099,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC197596346,1330.705210225343,0.36051900394774733,mono,10202.954768576374,True,5.031398368600618,0.41562199125709204,-3.308766961278536,0.036561227380663495,3.530880323241081,153.14701901355087,5.267894776449049,0.0,0.001555775619962499,8.633856624726736e-05,18.01947481391886,0.00015358763579684142,1,10.129562916251974,0.334800267252036,planet,-7250.9807328351435,-14466.5993561676,7250.9807328351435,-41.7912139159489,-117.72436425308865,-7244.247600505202,-14438.988247706642,7244.247600505202,-48.52434624589023,-47.52434624589023,-7121.091771614993,-14228.038699428913,7121.091771614993,-171.68017513609902,-256.6891541347014,7292.771946751092,20.099078643546818,-66.27077876146359,14.184462717139597,7367.509329331815,7365.685846399693,1.8234829321218058,-3.994869940577572,-0.4337408865008196,0.0632622335883865,-0.5485531719205028,0.0001701966402616786,0.00024783757119528795,0.5493849967664773,0.5126891641446942,459.9717106123916,399.50009057341316,333.1312109418172,-905.6656872248922,-787.9413229718035,-648.9765330901907,,-256.6891541347014,7.79132918554933,0.0016131828760215475,,,,,,,,,,,,,,,,,,,2019-04-15,1.707595,0.45112,0.45112,0.45112,93.3665,0.53145,0.53145,0.53145,,0.01447235,0.01447235,0.01447235,0.84,0.103414,0.103414,0.103414,0.1,0.1,0.1,TIC v8,0.885192,0.0597739,0.0597739,0.0597739,,,5051.3,136.277,136.277,136.277,Exoplanet Archive,11.496,0.105,0.105,0.105,-37:33:14.3,-0.47,10.471,0.000382,0.000382,0.000382,8.799,0.021,0.021,0.021,197596346,Yes,9.217,0.025,0.025,0.025,8.72,0.021,0.021,0.021,-22.81786,-50.3508,4.46827,0.0899891,0.0899891,0.0899891,316.2162,5.864815,0.4596023,tess,,49.0,N/A,-137.979 +/- 0.07,30.0767 +/- 0.077,21:48:18.25,0.183401,,"TIC 197596346, TY",9.945,0.006,0.006,0.006,10.809,0.007,0.007,0.007,,,,,8.662,0.023,0.023,0.023,8.724,0.019,0.019,0.019,8.669,0.024,0.024,0.024,9.097,0.501,0.501,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC198536950,1891.304179262971,0.268649441543455,mono,6950.791083822202,False,2.320385951613588,0.47342313803482083,-3.8382127300080064,0.021532050563125706,4.545669370707116,10.179602381965962,6.738939740916455,0.0,0.0005198068481417271,4.687491785313487e-05,11.089232193864289,5.7471633399170914e-05,1,9.044581081094275,0.19444441699999998,planet,-6315.996851842079,-12597.888166322877,6315.996851842079,-8.354221019676515,-5.354221019676515,-6310.847809666175,-12573.947867026554,6310.847809666175,-13.503263195580985,-12.503263195580985,-6285.455212631678,-12557.268210318842,6285.455212631678,-38.89586023007814,-32.89586023007814,6324.351072861756,17.67137747804736,12.951292826583085,11.089232193864289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-15,0.237613,0.051308,0.051308,0.051308,186.377,0.7295,0.7295,0.7295,,0.192258,0.192258,0.192258,1.221,0.178201,0.178201,0.178201,,,,TIC v8,1.93503,0.0807915,0.0807915,0.0807915,,,6267.0,114.524,114.524,114.524,Exoplanet Archive,9.885,0.039,0.039,0.039,64:05:55.26,,9.23992,0.000173,0.000173,0.000173,8.173,0.027,0.027,0.027,198536950,Yes,8.356,0.02,0.02,0.02,8.115,0.021,0.021,0.021,76.24568,43.50113,3.95141,0.0811,0.0811,0.0811,174.9197,98.05484,5.203672,tess,,62.0,N/A,13.881 +/- 0.0454,-15.5338 +/- 0.03,15:48:40.68,0.011731,,"TIC 198536950, TY",8.88059,0.006,0.006,0.006,9.369,0.003,0.003,0.003,,,,,8.062,0.022,0.022,0.022,8.097,0.02,0.02,0.02,8.078,0.017,0.017,0.017,8.078,0.139,0.139,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIC205337959,1634.3919099784348,0.3196230230667643,mono,14644.70224850382,True,4.0370608738857765,0.7183955334138492,-3.0497811089895164,0.047369291968599674,6.8108936964990505,56.659568223174965,4.769128231361715,0.0,0.0023146456373705727,0.000204839901590479,11.299779092835486,0.0003452358193049314,1,6.704535010389955,0.515511708594046,planet,-6102.405609413793,-12169.827811386704,6102.405609413793,-22.60704858036206,-42.83270362299072,-6100.97039053023,-12152.964010643225,6100.97039053023,-24.042267463924873,-23.042267463924873,-6059.442551304038,-12104.891739631723,6059.442551304038,-65.57010669011743,-160.71233912917046,6125.012657994155,22.601161328782837,-67.35212183648036,10.787077282647127,7842.282452107062,7841.645691982971,0.6367601240917793,-4.365224829105193,-0.7356409819759829,0.07903201842569886,-1.886760810175474,-0.0001338840386533877,-0.0013048642908893423,0.3876711768779912,3.6298249822545445,372.1188121500562,349.09302242612677,293.2667199822473,-729.9598903002214,-687.1271866772307,-569.247551171051,,-160.71233912917046,6.754779648307476,0.0019244418220323452,,,,,,,,,,,,,,,,,,,2019-04-15,0.468769,0.194205,0.194205,0.194205,190.691,1.694,1.694,1.694,,0.225648,0.225648,0.225648,0.761,0.150421,0.150421,0.150421,,,,TIC v8,1.3179,0.0976909,0.0976909,0.0976909,,,4740.0,379.413,379.413,379.413,Exoplanet Archive,12.634,0.409,0.409,0.409,-28:42:01.77,,11.6255,0.000737,0.000737,0.000737,9.499,0.022,0.022,0.022,205337959,Yes,9.955,0.023,0.023,0.023,9.376,0.021,0.021,0.021,-6.573494,12.3526,4.07969,0.127763,0.127763,0.127763,251.7099,351.2817,0.7898983,tess,,1006.0,N/A,-23.6965 +/- 0.07,-3.31488 +/- 0.10,16:36:43.21,0.066847,,"TIC 205337959, TY",10.9761,0.0061,0.0061,0.0061,12.191,0.029,0.029,0.029,,,,,9.265,0.023,0.023,0.023,9.32,0.022,0.022,0.022,9.314,0.045,0.045,0.045,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
