 logg  teff   ZR    a(CHEOPS)
 logg  teff   ZR    b(CHEOPS)
 logg  Teff   ZR    mucri(Cheops) 
 logg  teff   ZR    xi(CHEOPS)
 5.50  4900.  0.0   0.00355
 6.00  4900.  0.0   0.54768
 6.00  4900.  0.0   0.18157
 6.00  4900.  0.0   0.02141
 6.00  4900.  0.0   0.00482
 3.00  5100.  0.0   0.60613
 3.00  5100.  0.0   0.15640
 3.00  5100.  0.0   0.13036
 3.00  5100.  0.0   0.00651
 3.50  5100.  0.0   0.60673
 3.50  5100.  0.0   0.13395
 3.50  5100.  0.0   0.10018
 3.50  5100.  0.0   0.00520
 4.00  5100.  0.0   0.59327
 4.00  5100.  0.0   0.13604
 4.00  5100.  0.0   0.07408
 4.00  5100.  0.0   0.00459
 4.50  5100.  0.0   0.59377
 4.50  5100.  0.0   0.12944
 4.50  5100.  0.0   0.05792
 4.50  5100.  0.0   0.00395
 5.00  5100.  0.0   0.59290
 5.00  5100.  0.0   0.12707
 5.00  5100.  0.0   0.04264
 5.00  5100.  0.0   0.00378
 5.50  5100.  0.0   0.59207
 5.50  5100.  0.0   0.12430
 5.50  5100.  0.0   0.03152
 5.50  5100.  0.0   0.00344
 6.00  5100.  0.0   0.56617
 6.00  5100.  0.0   0.14989
 6.00  5100.  0.0   0.02337
 6.00  5100.  0.0   0.00339
 3.00  5200.  0.0   0.60080
 3.00  5200.  0.0   0.15565
 3.00  5200.  0.0   0.13078
 3.00  5200.  0.0   0.00595
 3.50  5200.  0.0   0.59852
 3.50  5200.  0.0   0.13721
 3.50  5200.  0.0   0.10056
 3.50  5200.  0.0   0.00546
 4.00  5200.  0.0   0.58114
 4.00  5200.  0.0   0.14375
 4.00  5200.  0.0   0.07434
 4.00  5200.  0.0   0.00476
 4.50  5200.  0.0   0.58128
 4.50  5200.  0.0   0.13712
 4.50  5200.  0.0   0.05808
 4.50  5200.  0.0   0.00394
 5.00  5200.  0.0   0.57992
 5.00  5200.  0.0   0.13559
 5.00  5200.  0.0   0.04277
 5.00  5200.  0.0   0.00378
 5.50  5200.  0.0   0.57944
 5.50  5200.  0.0   0.13256
 5.50  5200.  0.0   0.03159
 5.50  5200.  0.0   0.00342
 6.00  5200.  0.0   0.55622
 6.00  5200.  0.0   0.15676
 6.00  5200.  0.0   0.02339
 6.00  5200.  0.0   0.00352
 3.00  5300.  0.0   0.59493
 3.00  5300.  0.0   0.15442
 3.00  5300.  0.0   0.13146
 3.00  5300.  0.0   0.00569
 3.50  5300.  0.0   0.57141
 3.50  5300.  0.0   0.16162
 3.50  5300.  0.0   0.10117
 3.50  5300.  0.0   0.00538
 4.00  5300.  0.0   0.56961
 4.00  5300.  0.0   0.15010
 4.00  5300.  0.0   0.07470
 4.00  5300.  0.0   0.00468
 4.50  5300.  0.0   0.56892
 4.50  5300.  0.0   0.14444
 4.50  5300.  0.0   0.05830
 4.50  5300.  0.0   0.00391
 5.00  5300.  0.0   0.56674
 5.00  5300.  0.0   0.14365
 5.00  5300.  0.0   0.04299
 5.00  5300.  0.0   0.00375
 5.50  5300.  0.0   0.55965
 5.50  5300.  0.0   0.15050
 5.50  5300.  0.0   0.03156
 5.50  5300.  0.0   0.00352
 6.00  5300.  0.0   0.54186
 6.00  5300.  0.0   0.16549
 6.00  5300.  0.0   0.02358
 6.00  5300.  0.0   0.00340
 3.00  5400.  0.0   0.58927
 3.00  5400.  0.0   0.15633
 3.00  5400.  0.0   0.13227
 3.00  5400.  0.0   0.00570
 3.50  5400.  0.0   0.56443
 3.50  5400.  0.0   0.16249
 3.50  5400.  0.0   0.10173
 3.50  5400.  0.0   0.00485
 4.00  5400.  0.0   0.56045
 4.00  5400.  0.0   0.15339
 4.00  5400.  0.0   0.07525
 4.00  5400.  0.0   0.00435
 4.50  5400.  0.0   0.55727
 4.50  5400.  0.0   0.15114
 4.50  5400.  0.0   0.05867
 4.50  5400.  0.0   0.00397
 5.00  5400.  0.0   0.55554
 5.00  5400.  0.0   0.14789
 5.00  5400.  0.0   0.04332
 5.00  5400.  0.0   0.00348
 5.50  5400.  0.0   0.53120
 5.50  5400.  0.0   0.17119
 5.50  5400.  0.0   0.03187
 5.50  5400.  0.0   0.00348
 6.00  5400.  0.0   0.52583
 6.00  5400.  0.0   0.17614
 6.00  5400.  0.0   0.02369
 6.00  5400.  0.0   0.00335
 3.00  5500.  0.0   0.57768
 3.00  5500.  0.0   0.16552
 3.00  5500.  0.0   0.13561
 3.00  5500.  0.0   0.00633
 3.50  5500.  0.0   0.55391
 3.50  5500.  0.0   0.17157
 3.50  5500.  0.0   0.10353
 3.50  5500.  0.0   0.00513
 4.00  5500.  0.0   0.54984
 4.00  5500.  0.0   0.16017
 4.00  5500.  0.0   0.07631
 4.00  5500.  0.0   0.00432
 4.50  5500.  0.0   0.54643
 4.50  5500.  0.0   0.15603
 4.50  5500.  0.0   0.05939
 4.50  5500.  0.0   0.00380
 5.00  5500.  0.0   0.54352
 5.00  5500.  0.0   0.15498
 5.00  5500.  0.0   0.04374
 5.00  5500.  0.0   0.00343
 5.50  5500.  0.0   0.51589
 5.50  5500.  0.0   0.18145
 5.50  5500.  0.0   0.03199
 5.50  5500.  0.0   0.00362
 6.00  5500.  0.0   0.51075
 6.00  5500.  0.0   0.18556
 6.00  5500.  0.0   0.02383
 6.00  5500.  0.0   0.00336
 3.00  5600.  0.0   0.55282
 3.00  5600.  0.0   0.19106
 3.00  5600.  0.0   0.13641
 3.00  5600.  0.0   0.00541
 3.50  5600.  0.0   0.54595
 3.50  5600.  0.0   0.17509
 3.50  5600.  0.0   0.10452
 3.50  5600.  0.0   0.00486
 4.00  5600.  0.0   0.53970
 4.00  5600.  0.0   0.16673
 4.00  5600.  0.0   0.07697
 4.00  5600.  0.0   0.00444
 4.50  5600.  0.0   0.53613
 4.50  5600.  0.0   0.16162
 4.50  5600.  0.0   0.05989
 4.50  5600.  0.0   0.00370
 5.00  5600.  0.0   0.50900
 5.00  5600.  0.0   0.18378
 5.00  5600.  0.0   0.04400
 5.00  5600.  0.0   0.00353
 5.50  5600.  0.0   0.50115
 5.50  5600.  0.0   0.18932
 5.50  5600.  0.0   0.03230
 5.50  5600.  0.0   0.00340
 6.00  5600.  0.0   0.49494
 6.00  5600.  0.0   0.19558
 6.00  5600.  0.0   0.02395
 6.00  5600.  0.0   0.00338
 3.00  5700.  0.0   0.54466
 3.00  5700.  0.0   0.19699
 3.00  5700.  0.0   0.13790
 3.00  5700.  0.0   0.00570
 3.50  5700.  0.0   0.53771
 3.50  5700.  0.0   0.18032
 3.50  5700.  0.0   0.10544
 3.50  5700.  0.0   0.00506
 4.00  5700.  0.0   0.53203
 4.00  5700.  0.0   0.16906
 4.00  5700.  0.0   0.07763
 4.00  5700.  0.0   0.00408
 4.50  5700.  0.0   0.52677
 4.50  5700.  0.0   0.16656
 4.50  5700.  0.0   0.06025
 4.50  5700.  0.0   0.00359
 5.00  5700.  0.0   0.49578
 5.00  5700.  0.0   0.19150
 5.00  5700.  0.0   0.04424
 5.00  5700.  0.0   0.00350
 5.50  5700.  0.0   0.48698
 5.50  5700.  0.0   0.19765
 5.50  5700.  0.0   0.03246
 5.50  5700.  0.0   0.00341
 6.00  5700.  0.0   0.48085
 6.00  5700.  0.0   0.20344
 6.00  5700.  0.0   0.02406
 6.00  5700.  0.0   0.00335
 3.00  5800.  0.0   0.53711
 3.00  5800.  0.0   0.20280
 3.00  5800.  0.0   0.13948
 3.00  5800.  0.0   0.00544
 3.50  5800.  0.0   0.53306
 3.50  5800.  0.0   0.18531
 3.50  5800.  0.0   0.10718
 3.50  5800.  0.0   0.00498
 4.00  5800.  0.0   0.52283
 4.00  5800.  0.0   0.17449
 4.00  5800.  0.0   0.07820
 4.00  5800.  0.0   0.00404
 4.50  5800.  0.0   0.49346
 4.50  5800.  0.0   0.19469
 4.50  5800.  0.0   0.06060
 4.50  5800.  0.0   0.00372
 5.00  5800.  0.0   0.48225
 5.00  5800.  0.0   0.19976
 5.00  5800.  0.0   0.04447
 5.00  5800.  0.0   0.00346
 5.50  5800.  0.0   0.47294
 5.50  5800.  0.0   0.20592
 5.50  5800.  0.0   0.03261
 5.50  5800.  0.0   0.00335
 6.00  5800.  0.0   0.46670
 6.00  5800.  0.0   0.21149
 6.00  5800.  0.0   0.02416
 6.00  5800.  0.0   0.00331
 3.00  5900.  0.0   0.52946
 3.00  5900.  0.0   0.20903
 3.00  5900.  0.0   0.14058
 3.00  5900.  0.0   0.00580
 3.50  5900.  0.0   0.52263
 3.50  5900.  0.0   0.18920
 3.50  5900.  0.0   0.10720
 3.50  5900.  0.0   0.00485
 4.00  5900.  0.0   0.51508
 4.00  5900.  0.0   0.17850
 4.00  5900.  0.0   0.07872
 4.00  5900.  0.0   0.00401
 4.50  5900.  0.0   0.48745
 4.50  5900.  0.0   0.19796
 4.50  5900.  0.0   0.06111
 4.50  5900.  0.0   0.00347
 5.00  5900.  0.0   0.46997
 5.00  5900.  0.0   0.20671
 5.00  5900.  0.0   0.04469
 5.00  5900.  0.0   0.00339
 5.50  5900.  0.0   0.46506
 5.50  5900.  0.0   0.20974
 5.50  5900.  0.0   0.03274
 5.50  5900.  0.0   0.00319
 6.00  5900.  0.0   0.45406
 6.00  5900.  0.0   0.21764
 6.00  5900.  0.0   0.02428
 6.00  5900.  0.0   0.00321
 3.00  6000.  0.0   0.52243
 3.00  6000.  0.0   0.21405
 3.00  6000.  0.0   0.14163
 3.00  6000.  0.0   0.00569
 3.50  6000.  0.0   0.51613
 3.50  6000.  0.0   0.19255
 3.50  6000.  0.0   0.10793
 3.50  6000.  0.0   0.00473
 4.00  6000.  0.0   0.50706
 4.00  6000.  0.0   0.18335
 4.00  6000.  0.0   0.07918
 4.00  6000.  0.0   0.00415
 4.50  6000.  0.0   0.47214
 4.50  6000.  0.0   0.20652
 4.50  6000.  0.0   0.06126
 4.50  6000.  0.0   0.00363
 5.00  6000.  0.0   0.45878
 5.00  6000.  0.0   0.21247
 5.00  6000.  0.0   0.04493
 5.00  6000.  0.0   0.00336
 5.50  6000.  0.0   0.44842
 5.50  6000.  0.0   0.21862
 5.50  6000.  0.0   0.03294
 5.50  6000.  0.0   0.00322
 6.00  6000.  0.0   0.44575
 6.00  6000.  0.0   0.22143
 6.00  6000.  0.0   0.02429
 6.00  6000.  0.0   0.00315
 3.00  6100.  0.0   0.51690
 3.00  6100.  0.0   0.21694
 3.00  6100.  0.0   0.14268
 3.00  6100.  0.0   0.00534
 3.50  6100.  0.0   0.51061
 3.50  6100.  0.0   0.19691
 3.50  6100.  0.0   0.10900
 3.50  6100.  0.0   0.00463
 4.00  6100.  0.0   0.50305
 4.00  6100.  0.0   0.18571
 4.00  6100.  0.0   0.07974
 4.00  6100.  0.0   0.00404
 4.50  6100.  0.0   0.46267
 4.50  6100.  0.0   0.21177
 4.50  6100.  0.0   0.06158
 4.50  6100.  0.0   0.00375
 5.00  6100.  0.0   0.45161
 5.00  6100.  0.0   0.21667
 5.00  6100.  0.0   0.04510
 5.00  6100.  0.0   0.00335
 5.50  6100.  0.0   0.43735
 5.50  6100.  0.0   0.22439
 5.50  6100.  0.0   0.03310
 5.50  6100.  0.0   0.00325
 6.00  6100.  0.0   0.41371
 6.00  6100.  0.0   0.24544
 6.00  6100.  0.0   0.02440
 6.00  6100.  0.0   0.00346
 3.00  6200.  0.0   0.50894
 3.00  6200.  0.0   0.22443
 3.00  6200.  0.0   0.14395
 3.00  6200.  0.0   0.00565
 3.50  6200.  0.0   0.50194
 3.50  6200.  0.0   0.20240
 3.50  6200.  0.0   0.10948
 3.50  6200.  0.0   0.00487
 4.00  6200.  0.0   0.49672
 4.00  6200.  0.0   0.18815
 4.00  6200.  0.0   0.08016
 4.00  6200.  0.0   0.00386
 4.50  6200.  0.0   0.45300
 4.50  6200.  0.0   0.21713
 4.50  6200.  0.0   0.06193
 4.50  6200.  0.0   0.00374
 5.00  6200.  0.0   0.44105
 5.00  6200.  0.0   0.22211
 5.00  6200.  0.0   0.04532
 5.00  6200.  0.0   0.00331
 5.50  6200.  0.0   0.40977
 5.50  6200.  0.0   0.24690
 5.50  6200.  0.0   0.03324
 5.50  6200.  0.0   0.00355
 6.00  6200.  0.0   0.39356
 6.00  6200.  0.0   0.25711
 6.00  6200.  0.0   0.02450
 6.00  6200.  0.0   0.00371
 3.00  6300.  0.0   0.50279
 3.00  6300.  0.0   0.22934
 3.00  6300.  0.0   0.14550
 3.00  6300.  0.0   0.00552
 3.50  6300.  0.0   0.49802
 3.50  6300.  0.0   0.20385
 3.50  6300.  0.0   0.11120
 3.50  6300.  0.0   0.00439
 4.00  6300.  0.0   0.48867
 4.00  6300.  0.0   0.19179
 4.00  6300.  0.0   0.08069
 4.00  6300.  0.0   0.00386
 4.50  6300.  0.0   0.44650
 4.50  6300.  0.0   0.22083
 4.50  6300.  0.0   0.06237
 4.50  6300.  0.0   0.00360
 5.00  6300.  0.0   0.42904
 5.00  6300.  0.0   0.22680
 5.00  6300.  0.0   0.04573
 5.00  6300.  0.0   0.00323
 5.50  6300.  0.0   0.39391
 5.50  6300.  0.0   0.25535
 5.50  6300.  0.0   0.03332
 5.50  6300.  0.0   0.00387
 6.00  6300.  0.0   0.37980
 6.00  6300.  0.0   0.26500
 6.00  6300.  0.0   0.02464
 6.00  6300.  0.0   0.00388
 3.00  6400.  0.0   0.49653
 3.00  6400.  0.0   0.23455
 3.00  6400.  0.0   0.14694
 3.00  6400.  0.0   0.00546
 3.50  6400.  0.0   0.49237
 3.50  6400.  0.0   0.20674
 3.50  6400.  0.0   0.11190
 3.50  6400.  0.0   0.00435
 4.00  6400.  0.0   0.48379
 4.00  6400.  0.0   0.19432
 4.00  6400.  0.0   0.08145
 4.00  6400.  0.0   0.00395
 4.50  6400.  0.0   0.43773
 4.50  6400.  0.0   0.22432
 4.50  6400.  0.0   0.06288
 4.50  6400.  0.0   0.00360
 5.00  6400.  0.0   0.42073
 5.00  6400.  0.0   0.23156
 5.00  6400.  0.0   0.04599
 5.00  6400.  0.0   0.00340
 5.50  6400.  0.0   0.38022
 5.50  6400.  0.0   0.26222
 5.50  6400.  0.0   0.03368
 5.50  6400.  0.0   0.00398
 6.00  6400.  0.0   0.36696
 6.00  6400.  0.0   0.27190
 6.00  6400.  0.0   0.02479
 6.00  6400.  0.0   0.00398
 3.00  6500.  0.0   0.48959
 3.00  6500.  0.0   0.24078
 3.00  6500.  0.0   0.14813
 3.00  6500.  0.0   0.00545
 3.50  6500.  0.0   0.48498
 3.50  6500.  0.0   0.21277
 3.50  6500.  0.0   0.11395
 3.50  6500.  0.0   0.00432
 4.00  6500.  0.0   0.47812
 4.00  6500.  0.0   0.19786
 4.00  6500.  0.0   0.08234
 4.00  6500.  0.0   0.00393
 4.50  6500.  0.0   0.43272
 4.50  6500.  0.0   0.22695
 4.50  6500.  0.0   0.06356
 4.50  6500.  0.0   0.00355
 5.00  6500.  0.0   0.41369
 5.00  6500.  0.0   0.23462
 5.00  6500.  0.0   0.04636
 5.00  6500.  0.0   0.00340
 5.50  6500.  0.0   0.37240
 5.50  6500.  0.0   0.26596
 5.50  6500.  0.0   0.03379
 5.50  6500.  0.0   0.00399
 6.00  6500.  0.0   0.35677
 6.00  6500.  0.0   0.27537
 6.00  6500.  0.0   0.02494
 6.00  6500.  0.0   0.00404
 3.00  6600.  0.0   0.48317
 3.00  6600.  0.0   0.24548
 3.00  6600.  0.0   0.14912
 3.00  6600.  0.0   0.00511
 3.50  6600.  0.0   0.47939
 3.50  6600.  0.0   0.21740
 3.50  6600.  0.0   0.11440
 3.50  6600.  0.0   0.00449
 4.00  6600.  0.0   0.47292
 4.00  6600.  0.0   0.20058
 4.00  6600.  0.0   0.08337
 4.00  6600.  0.0   0.00384
 4.50  6600.  0.0   0.42591
 4.50  6600.  0.0   0.23047
 4.50  6600.  0.0   0.06421
 4.50  6600.  0.0   0.00368
 5.00  6600.  0.0   0.40723
 5.00  6600.  0.0   0.23731
 5.00  6600.  0.0   0.04682
 5.00  6600.  0.0   0.00341
 5.50  6600.  0.0   0.36203
 5.50  6600.  0.0   0.27053
 5.50  6600.  0.0   0.03425
 5.50  6600.  0.0   0.00406
 6.00  6600.  0.0   0.34575
 6.00  6600.  0.0   0.28072
 6.00  6600.  0.0   0.02518
 6.00  6600.  0.0   0.00415
 3.00  6700.  0.0   0.47581
 3.00  6700.  0.0   0.25271
 3.00  6700.  0.0   0.14974
 3.00  6700.  0.0   0.00535
 3.50  6700.  0.0   0.47154
 3.50  6700.  0.0   0.22306
 3.50  6700.  0.0   0.11658
 3.50  6700.  0.0   0.00429
 4.00  6700.  0.0   0.46804
 4.00  6700.  0.0   0.20355
 4.00  6700.  0.0   0.08443
 4.00  6700.  0.0   0.00381
 4.50  6700.  0.0   0.41978
 4.50  6700.  0.0   0.23401
 4.50  6700.  0.0   0.06504
 4.50  6700.  0.0   0.00364
 5.00  6700.  0.0   0.40117
 5.00  6700.  0.0   0.23991
 5.00  6700.  0.0   0.04737
 5.00  6700.  0.0   0.00334
 5.50  6700.  0.0   0.35464
 5.50  6700.  0.0   0.27360
 5.50  6700.  0.0   0.03462
 5.50  6700.  0.0   0.00412
 6.00  6700.  0.0   0.33585
 6.00  6700.  0.0   0.28554
 6.00  6700.  0.0   0.02545
 6.00  6700.  0.0   0.00426
 3.00  6800.  0.0   0.46711
 3.00  6800.  0.0   0.25964
 3.00  6800.  0.0   0.14990
 3.00  6800.  0.0   0.00522
 3.50  6800.  0.0   0.46365
 3.50  6800.  0.0   0.22924
 3.50  6800.  0.0   0.11765
 3.50  6800.  0.0   0.00436
 4.00  6800.  0.0   0.46243
 4.00  6800.  0.0   0.20723
 4.00  6800.  0.0   0.08545
 4.00  6800.  0.0   0.00379
 4.50  6800.  0.0   0.41426
 4.50  6800.  0.0   0.23702
 4.50  6800.  0.0   0.06590
 4.50  6800.  0.0   0.00354
 5.00  6800.  0.0   0.39522
 5.00  6800.  0.0   0.24325
 5.00  6800.  0.0   0.04805
 5.00  6800.  0.0   0.00332
 5.50  6800.  0.0   0.34686
 5.50  6800.  0.0   0.27753
 5.50  6800.  0.0   0.03504
 5.50  6800.  0.0   0.00417
 6.00  6800.  0.0   0.32672
 6.00  6800.  0.0   0.28973
 6.00  6800.  0.0   0.02573
 6.00  6800.  0.0   0.00433
 3.00  6900.  0.0   0.45722
 3.00  6900.  0.0   0.26783
 3.00  6900.  0.0   0.15021
 3.00  6900.  0.0   0.00505
 3.50  6900.  0.0   0.45923
 3.50  6900.  0.0   0.23351
 3.50  6900.  0.0   0.11702
 3.50  6900.  0.0   0.00452
 4.00  6900.  0.0   0.45586
 4.00  6900.  0.0   0.21170
 4.00  6900.  0.0   0.08634
 4.00  6900.  0.0   0.00369
 4.50  6900.  0.0   0.40821
 4.50  6900.  0.0   0.24123
 4.50  6900.  0.0   0.06706
 4.50  6900.  0.0   0.00355
 5.00  6900.  0.0   0.38931
 5.00  6900.  0.0   0.24662
 5.00  6900.  0.0   0.04870
 5.00  6900.  0.0   0.00331
 5.50  6900.  0.0   0.34122
 5.50  6900.  0.0   0.27959
 5.50  6900.  0.0   0.03548
 5.50  6900.  0.0   0.00414
 6.00  6900.  0.0   0.31784
 6.00  6900.  0.0   0.29412
 6.00  6900.  0.0   0.02608
 6.00  6900.  0.0   0.00439
 3.00  7000.  0.0   0.44756
 3.00  7000.  0.0   0.27543
 3.00  7000.  0.0   0.15027
 3.00  7000.  0.0   0.00500
 3.50  7000.  0.0   0.45027
 3.50  7000.  0.0   0.24029
 3.50  7000.  0.0   0.11757
 3.50  7000.  0.0   0.00426
 4.00  7000.  0.0   0.44847
 4.00  7000.  0.0   0.21743
 4.00  7000.  0.0   0.08716
 4.00  7000.  0.0   0.00369
 4.50  7000.  0.0   0.40344
 4.50  7000.  0.0   0.24397
 4.50  7000.  0.0   0.06750
 4.50  7000.  0.0   0.00346
 5.00  7000.  0.0   0.38391
 5.00  7000.  0.0   0.24950
 5.00  7000.  0.0   0.04935
 5.00  7000.  0.0   0.00326
 5.50  7000.  0.0   0.33399
 5.50  7000.  0.0   0.28371
 5.50  7000.  0.0   0.03603
 5.50  7000.  0.0   0.00416
 6.00  7000.  0.0   0.30987
 6.00  7000.  0.0   0.29793
 6.00  7000.  0.0   0.02646
 6.00  7000.  0.0   0.00443
 3.00  7200.  0.0   0.42733
 3.00  7200.  0.0   0.29159
 3.00  7200.  0.0   0.15098
 3.00  7200.  0.0   0.00533
 3.50  7200.  0.0   0.43020
 3.50  7200.  0.0   0.25671
 3.50  7200.  0.0   0.11842
 3.50  7200.  0.0   0.00430
 4.00  7200.  0.0   0.43098
 4.00  7200.  0.0   0.23004
 4.00  7200.  0.0   0.08950
 4.00  7200.  0.0   0.00380
 4.50  7200.  0.0   0.39145
 4.50  7200.  0.0   0.25196
 4.50  7200.  0.0   0.06905
 4.50  7200.  0.0   0.00350
 5.00  7200.  0.0   0.37289
 5.00  7200.  0.0   0.25556
 5.00  7200.  0.0   0.05096
 5.00  7200.  0.0   0.00323
 5.50  7200.  0.0   0.32273
 5.50  7200.  0.0   0.28908
 5.50  7200.  0.0   0.03707
 5.50  7200.  0.0   0.00413
 6.00  7200.  0.0   0.29614
 6.00  7200.  0.0   0.30401
 6.00  7200.  0.0   0.02732
 6.00  7200.  0.0   0.00449
 3.00  7400.  0.0   0.41645
 3.00  7400.  0.0   0.29720
 3.00  7400.  0.0   0.15085
 3.00  7400.  0.0   0.00571
 3.50  7400.  0.0   0.41186
 3.50  7400.  0.0   0.27071
 3.50  7400.  0.0   0.11929
 3.50  7400.  0.0   0.00456
 4.00  7400.  0.0   0.41556
 4.00  7400.  0.0   0.24120
 4.00  7400.  0.0   0.08984
 4.00  7400.  0.0   0.00371
 4.50  7400.  0.0   0.35849
 4.50  7400.  0.0   0.26815
 4.50  7400.  0.0   0.07059
 4.50  7400.  0.0   0.00459
 5.00  7400.  0.0   0.36224
 5.00  7400.  0.0   0.26246
 5.00  7400.  0.0   0.05192
 5.00  7400.  0.0   0.00323
 5.50  7400.  0.0   0.31113
 5.50  7400.  0.0   0.29547
 5.50  7400.  0.0   0.03806
 5.50  7400.  0.0   0.00416
 6.00  7400.  0.0   0.28340
 6.00  7400.  0.0   0.31006
 6.00  7400.  0.0   0.02808
 6.00  7400.  0.0   0.00458
 3.00  7600.  0.0   0.40801
 3.00  7600.  0.0   0.29984
 3.00  7600.  0.0   0.15167
 3.00  7600.  0.0   0.00726
 3.50  7600.  0.0   0.39677
 3.50  7600.  0.0   0.27980
 3.50  7600.  0.0   0.12044
 3.50  7600.  0.0   0.00507
 4.00  7600.  0.0   0.35530
 4.00  7600.  0.0   0.28594
 4.00  7600.  0.0   0.09117
 4.00  7600.  0.0   0.00478
 4.50  7600.  0.0   0.37035
 4.50  7600.  0.0   0.26470
 4.50  7600.  0.0   0.07180
 4.50  7600.  0.0   0.00369
 5.00  7600.  0.0   0.35068
 5.00  7600.  0.0   0.26933
 5.00  7600.  0.0   0.05310
 5.00  7600.  0.0   0.00330
 5.50  7600.  0.0   0.29975
 5.50  7600.  0.0   0.30208
 5.50  7600.  0.0   0.03898
 5.50  7600.  0.0   0.00414
 6.00  7600.  0.0   0.27119
 6.00  7600.  0.0   0.31671
 6.00  7600.  0.0   0.02883
 6.00  7600.  0.0   0.00458
 3.00  7800.  0.0   0.39043
 3.00  7800.  0.0   0.31132
 3.00  7800.  0.0   0.15359
 3.00  7800.  0.0   0.00846
 3.50  7800.  0.0   0.36609
 3.50  7800.  0.0   0.29737
 3.50  7800.  0.0   0.12214
 3.50  7800.  0.0   0.00705
 4.00  7800.  0.0   0.35598
 4.00  7800.  0.0   0.29053
 4.00  7800.  0.0   0.09267
 4.00  7800.  0.0   0.00465
 4.50  7800.  0.0   0.35223
 4.50  7800.  0.0   0.27705
 4.50  7800.  0.0   0.07325
 4.50  7800.  0.0   0.00372
 5.00  7800.  0.0   0.33929
 5.00  7800.  0.0   0.27621
 5.00  7800.  0.0   0.05425
 5.00  7800.  0.0   0.00355
 5.50  7800.  0.0   0.28851
 5.50  7800.  0.0   0.30863
 5.50  7800.  0.0   0.03986
 5.50  7800.  0.0   0.00425
 6.00  7800.  0.0   0.25931
 6.00  7800.  0.0   0.32327
 6.00  7800.  0.0   0.02953
 6.00  7800.  0.0   0.00470
 3.00  8000.  0.0   0.36722
 3.00  8000.  0.0   0.32870
 3.00  8000.  0.0   0.15605
 3.00  8000.  0.0   0.00961
 3.50  8000.  0.0   0.37162
 3.50  8000.  0.0   0.29103
 3.50  8000.  0.0   0.12420
 3.50  8000.  0.0   0.00740
 4.00  8000.  0.0   0.35245
 4.00  8000.  0.0   0.28703
 4.00  8000.  0.0   0.09497
 4.00  8000.  0.0   0.00540
 4.50  8000.  0.0   0.33732
 4.50  8000.  0.0   0.28568
 4.50  8000.  0.0   0.07489
 4.50  8000.  0.0   0.00412
 5.00  8000.  0.0   0.33037
 5.00  8000.  0.0   0.28032
 5.00  8000.  0.0   0.05535
 5.00  8000.  0.0   0.00388
 5.50  8000.  0.0   0.27534
 5.50  8000.  0.0   0.29995
 5.50  8000.  0.0   0.04107
 5.50  8000.  0.0   0.00521
 6.00  8000.  0.0   0.24800
 6.00  8000.  0.0   0.32915
 6.00  8000.  0.0   0.03021
 6.00  8000.  0.0   0.00481
 3.00  8200.  0.0   0.34101
 3.00  8200.  0.0   0.34747
 3.00  8200.  0.0   0.15972
 3.00  8200.  0.0   0.01092
 3.50  8200.  0.0   0.34649
 3.50  8200.  0.0   0.30763
 3.50  8200.  0.0   0.12759
 3.50  8200.  0.0   0.00842
 4.00  8200.  0.0   0.35385
 4.00  8200.  0.0   0.27812
 4.00  8200.  0.0   0.09726
 4.00  8200.  0.0   0.00659
 4.50  8200.  0.0   0.32871
 4.50  8200.  0.0   0.28641
 4.50  8200.  0.0   0.07677
 4.50  8200.  0.0   0.00488
 5.00  8200.  0.0   0.32092
 5.00  8200.  0.0   0.28088
 5.00  8200.  0.0   0.05670
 5.00  8200.  0.0   0.00397
 5.50  8200.  0.0   0.26873
 5.50  8200.  0.0   0.30269
 5.50  8200.  0.0   0.04180
 5.50  8200.  0.0   0.00557
 6.00  8200.  0.0   0.23701
 6.00  8200.  0.0   0.33567
 6.00  8200.  0.0   0.03072
 6.00  8200.  0.0   0.00525
 3.00  8400.  0.0   0.32313
 3.00  8400.  0.0   0.35885
 3.00  8400.  0.0   0.16353
 3.00  8400.  0.0   0.01193
 3.50  8400.  0.0   0.32662
 3.50  8400.  0.0   0.31950
 3.50  8400.  0.0   0.13051
 3.50  8400.  0.0   0.00941
 4.00  8400.  0.0   0.34993
 4.00  8400.  0.0   0.27496
 4.00  8400.  0.0   0.09938
 4.00  8400.  0.0   0.00742
 4.50  8400.  0.0   0.32816
 4.50  8400.  0.0   0.27861
 4.50  8400.  0.0   0.07857
 4.50  8400.  0.0   0.00583
 5.00  8400.  0.0   0.30910
 5.00  8400.  0.0   0.28545
 5.00  8400.  0.0   0.05805
 5.00  8400.  0.0   0.00450
 5.50  8400.  0.0   0.26826
 5.50  8400.  0.0   0.30388
 5.50  8400.  0.0   0.04264
 5.50  8400.  0.0   0.00571
 6.00  8400.  0.0   0.22768
 6.00  8400.  0.0   0.33972
 6.00  8400.  0.0   0.03138
 6.00  8400.  0.0   0.00558
 3.00  8600.  0.0   0.30966
 3.00  8600.  0.0   0.36564
 3.00  8600.  0.0   0.16798
 3.00  8600.  0.0   0.01204
 3.50  8600.  0.0   0.31031
 3.50  8600.  0.0   0.32839
 3.50  8600.  0.0   0.13407
 3.50  8600.  0.0   0.01024
 4.00  8600.  0.0   0.31331
 4.00  8600.  0.0   0.29756
 4.00  8600.  0.0   0.10219
