,dens_ic,dens_ic_em,dens_ic_ep,dens_iso,dens_iso_em,dens_iso_ep,dens_real,dens_real_em,dens_real_ep,log_dens_ic,log_dens_ic_em,log_dens_ic_ep,log_dens_iso,log_dens_iso_em,log_dens_iso_ep,log_dens_real,log_dens_real_em,log_dens_real_ep
8179536.0,0.5188518781006378,-0.026222537207654148,0.030772501771793054,0.44277236672459824,0.1513784808676949,0.1717387002746415,0.5076461921455062,-0.026629972541994784,0.027923198512841974,-0.2849566069009176,0.022523118343792226,0.025022595525253766,-0.35381949112101274,0.18170007388999165,0.14234919981365826,-0.2944388671108829,0.02340141209628116,0.023254614972798016
8379927.0,0.881644223954642,-0.06372076541459958,0.052367115520907156,,,,0.8017794823850345,-0.04950251215182999,0.05225544656250236,-0.05470663339954797,0.03258070240226221,0.025058782265363247,,,,-0.09594506158134782,0.027677171633002207,0.027420694728156253
8394589.0,0.6461374911410347,-0.036045357902197026,0.03425939050318923,0.6197832335858564,0.21035681501820658,0.23996126420723496,0.6645903087124203,-0.03431913658233465,0.0357139348118396,-0.18967505895474254,0.024929515975816857,0.02243737346639449,-0.20776017649885517,0.180063961071151,0.14212958159686656,-0.17744599604467742,0.023026560499618154,0.0227327540270916
8424992.0,0.8277817150956768,-0.055265768958185676,0.05311126860382707,0.8303058657333833,0.16594107596539998,0.14930517406731514,0.8079771904251206,-0.025158687572478855,0.025777348327251093,-0.08208417097796718,0.03000837620277358,0.027007321828385278,-0.0807618939728803,0.09683149852512465,0.07181556476764378,-0.09260089938918846,0.01373801843343958,0.013639110511388455
8694723.0,0.3094259390503189,-0.018625088589652727,0.019822820694542876,0.31423525491263643,0.10187536400901141,0.1283222587557995,0.32062747466149005,-0.025629571499271753,0.027666421086109283,-0.5094432823812275,0.026961045315423204,0.026967430063713493,-0.5027450918769061,0.17018241456551075,0.14871481040393614,-0.493999265566932,0.03618180539834376,0.03594512857996329
8760414.0,0.8355776045357902,-0.12870304748405387,0.23791637136782423,0.9413261062642724,0.2525385520597233,0.38347555563502755,0.7514724685279661,-0.018749932031902783,0.01912405856610011,-0.0780132086592587,0.07264444121274496,0.10881282032005957,-0.026259896640458042,0.13565481216876366,0.14841076088292565,-0.12408692590263332,0.010973524669235318,0.01091397331607806
8938364.0,0.4014883061658398,-0.020212615166548546,0.01646350106307583,0.4301895061769893,0.10897808638993195,0.11023779111072307,0.40173042065907133,-0.015095276506412014,0.015503364565315425,-0.3963270995549318,0.02243378360940207,0.01745330702091763,-0.3663401877770377,0.12686883519807207,0.09907746514038462,-0.39606528048106754,0.016633391766723793,0.016444748362232697
9025370.0,0.9213323883770376,-0.06737774627923458,0.06585400425230332,,,,0.9777735888122997,-0.08288745504474349,0.09002129257215741,-0.03558366144751106,0.0329815348538523,0.029982821865689634,,,,-0.009761697884201816,0.03847052336124977,0.0382495325632249
9098294.0,0.6425230333097094,-0.031686746987951805,0.03333097094259391,0.6268349577958316,0.11188906829082645,0.12635363691399504,0.6437083915509165,-0.016102300069605335,0.01632982891651169,-0.19211129903167887,0.021963872843885707,0.02196419024639451,-0.2028467914719838,0.0853916127373685,0.07975052648616844,-0.19131082925769716,0.011002020588586764,0.010879913977592803
9139151.0,0.744153082919915,-0.033493975903614456,0.03956768249468462,0.6189090726880688,0.18099639917913823,0.1549296992695237,0.7680907727470968,-0.10992027307805363,0.1239627124400624,-0.12833771468440974,0.020000959472323804,0.022499068643220932,-0.2083731508675608,0.15023933496258185,0.09702363643034731,-0.1145874521382365,0.06707413529093335,0.06497834645301234
9139163.0,0.37214741318214034,-0.06637136782423812,0.10106307583274274,0.29895873647984533,0.06834984254840265,0.08555171145702367,0.38317122253405606,-0.0400279043482642,0.04366495376603963,-0.4292849954672908,0.08531154496187177,0.10433935794642563,-0.5243887506581196,0.1127351965529203,0.10929689562699363,-0.4166071153658526,0.04791733806866283,0.04686833610350538
9206432.0,0.4211906449326719,-0.013330970942593905,0.02183557760453579,0.3165834350148731,0.08032102905131644,0.10062734854247257,0.41804085682630837,-0.027582241291126963,0.029062991949846295,-0.3755212834961383,0.01396794874340046,0.02195071618911687,-0.49951181300443526,0.12709356473465738,0.11986733802001831,-0.378781270791725,0.029643719156670245,0.02918967918592924
9353712.0,0.14386959603118357,-0.008965272856130404,0.012055279943302622,0.1490824079588685,0.08266302645733063,0.0884976130592033,0.14956282457179296,-0.021842581426901653,0.024997706790479912,-0.8420309758411348,0.027943156762826993,0.03494638311862397,-0.8265736011958764,0.35113157168086895,0.20238351761266826,-0.8251763415630176,0.06856392178924253,0.06712239680173748
9410862.0,0.6729978738483345,-0.03169383416017009,0.04306874557051737,0.6890791363202285,0.2376351417145462,0.26405252264746215,0.6387982106917998,-0.02572650915884378,0.026723704283388106,-0.17198630780781302,0.020949716568176124,0.026939736680032994,-0.16173089929176634,0.1836652205711605,0.14088379448816335,-0.19463630901409024,0.01785242077568755,0.017798669945883555
9414417.0,0.21410347271438693,-0.02321757618710135,0.02604535790219702,0.1867947467020705,0.04477612790024941,0.05268091850117909,0.20718749936349182,-0.008897026548111614,0.009250607531383265,-0.6693762884810674,0.04984986948798398,0.04985676470276379,-0.7286353417589432,0.11901937362685455,0.10789673005275391,-0.6836364512493446,0.019061700420823113,0.018970177911177832
9955598.0,1.287739192062367,-0.12430900070871721,0.13756201275691,1.2632283752843387,0.19776736385944368,0.17157291080104597,1.2942421676935363,-0.06736246134579926,0.07047645347136156,0.10982791355368647,0.04408758387631209,0.04407873869816996,0.10148187245543443,0.07394431031776998,0.05530988482890682,0.11201554546168173,0.023213562547610048,0.02302757194269424
9965715.0,0.888731396172927,-0.2085046066619419,0.13784549964564138,0.4277374064430598,0.15372666497065135,0.18046965182945265,0.5348359391342098,-0.03597563195334896,0.03820577421338878,-0.05122947725965022,0.11611679089829507,0.062620963045083,-0.3688227682107086,0.19340964389314463,0.15287422405666634,-0.271779417335161,0.030241632860970924,0.0299656539924541
10079226.0,0.7696669029057405,-0.04306165839829908,0.045613040396881646,,,,0.751874636975972,-0.06305728524053444,0.06770837982696598,-0.11369718850151977,0.025004283300132574,0.02500394688081932,,,,-0.12385456500435298,0.03804135626544368,0.03744751548364776
10454113.0,0.6053153791637137,-0.029879518072289158,0.02851169383416017,0.36231728594696666,0.07977176379511852,0.12354145909268088,0.6122223938777202,-0.016247700473260296,0.016631214628389568,-0.21801829188773028,0.021984784536382362,0.019989077392810556,-0.44091094553405996,0.10800062557898149,0.1274209695975163,-0.21309078881962226,0.011681392292721998,0.011640346160756904
10516096.0,0.406094968107725,-0.018277817150956766,0.019135364989369245,,,,0.38978766678091953,-0.010933202541101028,0.011237199367257145,-0.3913723917869579,0.020000596659686565,0.01999662841625366,,,,-0.40917190645423124,0.012355684411697654,0.012343208989927634
10644253.0,0.8419560595322466,-0.04155917788802268,0.047802976612331675,0.6566813099126447,0.1667023852881221,0.15288108321810678,0.842452176746621,-0.12922667196875026,0.1465941789877423,-0.0747105731091731,0.021984038939826894,0.02398298038106749,-0.18264534417732795,0.12717725562296958,0.09089566971660559,-0.0744547432335291,0.07231839171598478,0.06967139030881332
10730618.0,0.3355067328136074,-0.12324592487597448,0.3362863217576187,0.23355585521551644,0.08446635312054948,0.10323174516767458,0.25749575682168035,-0.033309913317154244,0.03731648223577683,-0.47429876016128386,0.19883142686773375,0.30153426967439667,-0.6316092405324222,0.19494369510738996,0.1589653340955185,-0.5892299231436181,0.06016189179982567,0.05877543233328797
10963065.0,0.5959603118355776,-0.05842664776754075,0.07243090007087172,,,,0.5861329994194178,-0.023619358146886094,0.024336865574436706,-0.22478266127439925,0.044811670768337614,0.04981339237363133,,,,-0.2320038270532571,0.017863114149917203,0.017668057512867263
11081729.0,0.463855421686747,-0.01881644223954642,0.026335931963146708,0.3998309577379226,0.0943255605094735,0.10033875350167454,0.43623507079909696,-0.0234979161165228,0.024300050411468765,-0.3336173628675732,0.01798458611228665,0.023983009450591064,-0.39812358276856763,0.1168575300969582,0.09724097140297716,-0.3602794225668953,0.024047011518347483,0.023542178416426418
11253226.0,0.3464209780297661,-0.01099929128277817,0.018015591778880225,,,,0.3587419682622303,-0.016910271742042626,0.017691875542849567,-0.46039581651985,0.014013044917699391,0.022017766789034,,,,-0.44521781340343,0.020969856165096445,0.020906475759719934
11772920.0,1.1240255138199857,-0.2002834868887314,0.49213323883770377,1.4236565766954903,0.21549145225582733,0.2977245922433083,1.3756500412591424,-0.08799137168708948,0.09283137725474866,0.05077616922723713,0.08522546632200437,0.15770784935050935,0.15340523871535672,0.07127894372483556,0.0824718089727837,0.13850796552699685,0.02870720930984849,0.028360490004659483
12009504.0,0.4440822111977321,-0.024854712969525156,0.018270729978738482,0.36913522687326233,0.07329368411415477,0.08401365409730949,0.43076095941275233,-0.04269731496320184,0.04628972245168905,-0.35253662320866147,0.025013615370297282,0.017510247869795437,-0.432814507752977,0.09612633366035833,0.08905541961386892,-0.3657636644268039,0.04533337759101863,0.04432818536377631
12069127.0,0.12834868887313963,-0.010184266477675407,0.007271438695960312,0.11699202855365032,0.07114147090837988,0.07798185568408045,0.1362276548636113,-0.012502444089431491,0.013456844450517647,-0.8916085634402894,0.035904700142699086,0.023932711994258393,-0.9318437286222384,0.40681164934792535,0.22182017233856466,-0.8657347196221908,0.04180707804425976,0.04091154861661994
12069424.0,0.6148830616583983,-0.06052445074415309,0.07505315379163713,0.5392106500601377,0.08405958322052626,0.15700066175367078,0.5860240159081422,-0.014149347368644039,0.014441226110961547,-0.21120747041219215,0.0450017317260438,0.050016412513894826,-0.2682415385486413,0.07360289642959866,0.11098261382901012,-0.23208458575210525,0.010614554555856276,0.010572459046083671
12069449.0,0.7774627923458539,-0.07689581856839121,0.09532246633593197,0.7687483891545305,0.17717670689832177,0.14275149705740653,0.7528559039304864,-0.06421656451903701,0.0690268272613972,-0.10932038617963676,0.045229953925020036,0.05022778860041091,-0.11421578124193377,0.11377684203059804,0.0739724000173162,-0.12328813949168588,0.03872003179794242,0.03809799495210084
12258514.0,0.30999291282778174,-0.019014883061658397,0.01836286321757619,0.2863158971760608,0.06281619776609754,0.06553951114193973,0.309463891366882,-0.012981554355764369,0.01359487838835588,-0.5086482350527295,0.027491566035404702,0.024992895336956755,-0.5431545378876929,0.107568518736889,0.08951876877935028,-0.5093900177099746,0.018611156991429567,0.018671552606707387
12317678.0,0.2412473423104181,-0.013501063075832744,0.014301913536498937,0.21055776421098527,0.0895697111017297,0.11946724640759915,0.24019722951750014,-0.010681923775106211,0.011105279446770228,-0.6175374623417976,0.025011247166131456,0.025012082980155115,-0.6766287395592377,0.2406287721481457,0.19517559326151263,-0.6194320061429416,0.019756341117475595,0.019628830684178755
11446443.0,1.0815024805102764,-0.09482636428065203,0.1040396881644224,0.8744384606918162,0.18392170461944835,0.1512348257586803,0.8551992225461612,-0.09604964001568828,0.10993856417761205,0.034027519864513835,0.039852904194092056,0.03988948619075377,-0.05827074893245225,0.10255502943968352,0.06927979344332702,-0.06793270261226436,0.0517399398492719,0.05252202190643778
10666592.0,0.19447200566973774,-0.021041814316087877,0.02637136782423813,0.18190223876831055,0.08165368672938807,0.10547524346598625,0.19125,-0.021479782919246987,0.024585792227884484,-0.7111429067196339,0.04973239000788898,0.05522727930577653,-0.7401619558087523,0.25875993567755506,0.19861469133794396,-0.7183985561743448,0.05173993984927172,0.05252202190643773
11853905.0,0.2969525159461375,-0.032189936215450035,0.03996456413890857,,,,0.3176112132091218,-0.0356717381043169,0.04082992573702365,-0.5273129907880525,0.04983040519982973,0.05483601898098517,,,,-0.49810417328247075,0.05173993984927178,0.05252202190643762
10874614.0,0.4855421686746988,-0.07725017717930545,0.10184266477675406,,,,0.5245208740234375,-0.05891029809483472,0.06742881687805813,-0.31377304623496444,0.07525609229285668,0.0826957748817744,,,,-0.2802372237853801,0.05173993984927178,0.05252202190643773
8191672.0,0.24720056697377746,-0.039822820694542876,0.05330262225372076,0.2730420687196059,0.13702154219745052,0.12869231516177249,0.25056833454061717,-0.02814197873134494,0.03221135169622308,-0.6069505374938182,0.076287312124663,0.08479962300580168,-0.5637704342587688,0.30262511411635096,0.167709438235636,-0.6010738136419492,0.05173993984927183,0.05252202190643773
11804465.0,0.38483345145287023,-0.1287739192062367,0.31956059532246633,0.39185722769369663,0.1567997308222196,0.1584829524165668,0.2897469613445945,-0.03254223179708937,0.03724788805374679,-0.414727184165501,0.17693186802082478,0.2625428610127755,-0.40687213838555597,0.22195375457775918,0.147503360015803,-0.5379811099051597,0.05173993984927183,0.05252202190643762
9631995.0,0.6053862508858965,-0.22104890148830617,0.24613749114103473,0.5170547778450824,0.10975216888873751,0.14027824165232872,0.5263920390890342,-0.05912045349046913,0.06766936106381927,-0.21796744666354262,0.19731996265535018,0.14816420804911368,-0.28646344441932703,0.10361936363433838,0.10424889295611187,-0.2786906874143273,0.05173993984927172,0.05252202190643768
6521045.0,0.3274982282069454,-0.03559177888022679,0.03993621545003543,0.2876294341278838,0.0969771272749575,0.08828741430181275,0.30118304700865,-0.033826648202369525,0.03871803302648802,-0.48479104523564287,0.04996526444895566,0.04997091029476408,-0.5411666731388469,0.1785912623475281,0.11625846417872232,-0.5211694773511641,0.05173993984927183,0.05252202190643773
11554435.0,1.3543586109142451,-0.4137491141034727,0.17476966690290574,1.415308313878915,0.3441385137316426,0.49384022873493255,1.3098956192981013,-0.1471177701929196,0.1683912237191072,0.13173367330066502,0.15832431403870859,0.05271024638982191,0.15085105783261973,0.12099273786738898,0.129988662456168,0.11723668972525171,0.0517399398492719,0.052522021906437774
3544595.0,1.2090715804394045,-0.11899362154500354,0.1319631467044649,,,,1.0474557660633965,-0.11764247044473364,0.13465375075730335,0.08245201307715634,0.04499445467144254,0.04498801131558759,,,,0.020135691819522614,0.05173993984927176,0.05252202190643773
6850504.0,1.1063075832742735,-0.30368532955350813,0.3309000708717222,0.12984846660458027,0.05234586725014519,0.07142378311220898,1.3475769856546882,-0.1513498620592728,0.1732352825118173,0.04387588930806964,0.13936469237754803,0.11364363215560115,-0.8865631746376932,0.2241205568384914,0.19034707557876562,0.12955358535410935,0.05173993984927179,0.05252202190643773
11904151.0,0.776045357902197,-0.08454996456413891,0.08490432317505316,0.8305140833697674,0.17683548879302946,0.16908200283550356,0.6906340496875475,-0.07756689915779846,0.08878319085553199,-0.11011289457821072,0.050097814186185696,0.04509066407009045,-0.08065299863953708,0.10398273761132922,0.08047754567099864,-0.16075201384223067,0.05173993984927175,0.05252202190643769
10187017.0,1.973777462792346,-0.29978738483345146,0.16959603118355776,1.9150894400165472,0.1799826892691054,0.3244417414585046,1.8962962962962964,-0.21297794925498814,0.24377488493201316,0.2952981857553999,0.07154530623225175,0.03579966995245126,0.2821890615415023,0.042862862048985484,0.06796805205692191,0.2779061968168435,0.05173993984927175,0.052522021906437566
2571238.0,1.7037562012756908,-0.5011339475549256,0.1552090715804394,1.4766006654093815,0.3495895060262424,0.5053600824248792,1.2766518811465468,-0.14338407984562695,0.164117636063827,0.23140744957635404,0.15127821366348898,0.03786382725965162,0.1692630597952078,0.11733484345227388,0.1278319893612194,0.1060724895045865,0.05173993984927182,0.05252202190643773
5866724.0,0.42544294826364276,-0.04187810063784549,0.057448618001417436,0.4059022605100365,0.1570993343804858,0.1780675654228282,0.3935120255700966,-0.04419635495612467,0.050587215162564036,-0.37115867039847406,0.0450025308465925,0.05500829088158943,-0.39157853004684007,0.21256598623966683,0.15796893748560178,-0.4050419912364719,0.05173993984927172,0.05252202190643773
7941200.0,0.8830616583982991,-0.30396881644223955,0.24500354358610915,0.8091074459111457,0.20701776339066125,0.18609052989065222,0.8494004978915815,-0.0953983702285568,0.10919311978783819,-0.05400897143119702,0.18324283182433854,0.10634317395411169,-0.09199380216047821,0.1283450126898601,0.08990328616819088,-0.07088748877563952,0.051739939849271804,0.05252202190643768
6462863.0,0.4682494684620836,-0.1681785967399008,0.29688164422395463,0.4230836433316551,0.08387014832070466,0.1032467555573024,0.4589023755198137,-0.05154051454793401,0.05899335141130868,-0.32952270694603,0.19325345312492465,0.21325856907616117,-0.37357376443026924,0.09595311400095524,0.0948322184081617,-0.33827969416309506,0.05173993984927189,0.05252202190643779
5780885.0,0.17725017717930544,-0.013720765414599573,0.01486888731396173,,,,0.16598714470190512,-0.01864244619912453,0.021338172298775604,-0.7514133220238454,0.0349908034363523,0.034983785237485354,,,,-0.779925545702201,0.05173993984927194,0.05252202190643762
2444412.0,1.2813607370659108,-0.39794472005669734,0.22119064493267185,1.4818272879723438,0.3537769970539688,0.5024538994157257,1.3192069438514318,-0.1481635491738147,0.16958822393262118,0.10767141238499671,0.16150614329955224,0.06915791989504048,0.1707975880889154,0.11846912622397503,0.12680562684521587,0.12031292861919676,0.051739939849271874,0.05252202190643773
10318874.0,1.8922749822820693,-0.28164422395464206,0.13529411764705881,2.1589736704510445,0.355464337827234,0.7194452358670009,1.8679836710890798,-0.20979808497616492,0.2401352074377885,0.27698424761022733,0.06998825902274841,0.029991416361275114,0.3342473459713091,0.07812895196647768,0.12490665261585154,0.2713730755413426,0.05173993984927186,0.05252202190643768
8711794.0,0.8667611622962437,-0.2625797306874557,0.6211906449326718,0.9299297340442848,0.1468543878413331,0.14497220942479516,0.7727043143285763,-0.08678442317669754,0.09933358287933258,-0.06210055671806243,0.15673206937175022,0.234689421937673,-0.03154986571457053,0.07464658312675235,0.06291871382421006,-0.11198666290203609,0.05173993984927176,0.05252202190643778
11250587.0,0.30446491849751944,-0.02417434443656981,0.029319631467044645,0.2527749468978263,0.06517887617695975,0.06711804218233491,0.29018731591242153,-0.03259168915930866,0.037304497025831496,-0.5164627410628487,0.035928765893769476,0.039928971487490916,-0.5972659721744731,0.12951029016903082,0.10227069416803791,-0.5373215744952252,0.05173993984927194,0.05252202190643773
4914423.0,0.3618710134656272,-0.03925584691708008,0.04404677533664068,0.41283515620504474,0.1432853689815824,0.14854105051374056,0.33777777777777773,-0.037936697211044756,0.04342240137851483,-0.44144620328611633,0.04986901644607605,0.04988428739320366,-0.38422332616830884,0.18513768048919393,0.13347732778750382,-0.4713689258305712,0.05173993984927172,0.05252202190643762
9450647.0,0.584479092841956,-0.21226080793763288,0.20368532955350813,0.5945238519333862,0.12176225606837388,0.15210611733188695,0.5249013185521122,-0.05895302680536413,0.06747772422517573,-0.233231019191217,0.1959712771456892,0.12984784618609524,-0.2258307170667262,0.09952709293935746,0.09893613531883155,-0.27992233628275065,0.05173993984927178,0.05252202190643779
6678383.0,0.8979447200566975,-0.2757618710134656,0.398582565556343,,,,0.7083468307958103,-0.0795562674877418,0.09106022487438581,-0.04675039887090646,0.15933156585841088,0.159532059865583,,,,-0.14975404482609758,0.051739939849271915,0.052522021906437816
9579641.0,0.7321048901488305,-0.24082211197732104,0.40503189227498226,0.9467928652044671,0.2632323869252666,0.3715901903421387,0.8801063950842056,-0.09884702908365917,0.11314045996325628,-0.1354266922347273,0.17324176747774123,0.1912393999119023,-0.023745023465815602,0.14147803155722327,0.1437866361062518,-0.055464823298791203,0.05173993984927192,0.052522021906437844
